imagem,Threshold Binary,Mean Thresh,Gaussian Thresh,Otsu Thresh,Riddler-Calvard
healthy-14-roi3.tif,0.3697769399937166,0.3594797289953262,0.3584689517228839,0.3105413882449202,0.3191838379187291
healthy-15-roi1.tif,0.5725920853103752,0.4882258726355779,0.4786118265579777,0.5675718135566593,0.5695994505629277
healthy-15-roi2.tif,0.5657205441853714,0.4518627320069435,0.4446295425539061,0.5495066799985544,0.5524929410470475
healthy-16-roi1.tif,0.6740851314063419,0.4623947051744885,0.4556130209917858,0.6257715864056683,0.6292672267275288
healthy-16-roi2.tif,0.565259357237336,0.4435462457589615,0.4365248226950354,0.5463500816446717,0.5479959445758702
healthy-16-roi3.tif,0.5482343066131063,0.3885566188197767,0.3848786922473242,0.5182782445100392,0.5218549580661076
healthy-16-roi4.tif,0.5181115315018917,0.3914913636669131,0.3853024422486992,0.4802660564801523,0.4904865692742695
healthy-16-roi5.tif,0.3918478455532075,0.3266566323183204,0.3215933648735471,0.3636630850125739,0.370766786520612
healthy-17-roi1.tif,0.7492508689919694,0.5446072045163272,0.5352665245202559,0.7481447644001621,0.7504174784302811
healthy-17-roi2.tif,0.5578116662454012,0.3022170595421682,0.2999597909127462,0.404608366195005,0.4100857827677557
healthy-17-roi3.tif,0.6618419686429239,0.4694333221070488,0.4590151553295403,0.6306431261498155,0.6343557567163309
healthy-17-roi4.tif,0.4143021157946531,0.3464947959034687,0.3456701854733566,0.3979787841556059,0.4014381135334238
healthy-18-roi1.tif,0.6358086847073631,0.5138079801106589,0.5059987009963113,0.6914101382488479,0.6951755819273396
healthy-18-roi2.tif,0.466505661572571,0.3740388485246457,0.3704718091366213,0.3754323164085104,0.3805078929306795
healthy-18-roi3.tif,0.3679935012185215,0.386792784556419,0.3872484882775204,0.3683249260740998,0.3683249260740998
healthy-18-roi4.tif,0.5414754540896995,0.4573926911760662,0.4531948970011598,0.5654523491639647,0.5746568225321301
healthy-18-roi5.tif,0.5511624984290562,0.4892107478321286,0.4835917052546808,0.5342246950929266,0.5356891364189232
healthy-19-roi1.tif,0.4732928679817906,0.4015429898169985,0.397296546616054,0.4523025210084033,0.4551350173029237
healthy-19-roi2.tif,0.6959781867757328,0.5691939543990138,0.5623445936807498,0.6966398328621527,0.6985145990587724
healthy-19-roi3.tif,0.3941195202207833,0.4139168945328882,0.4120672268907563,0.3915180170499319,0.3934054760694313
healthy-19-roi4.tif,0.5850105136677681,0.4512673045602606,0.4456810971241429,0.6023554904596617,0.6023554904596617
healthy-19-roi5.tif,0.4297143406289792,0.337236355314848,0.3364085288825938,0.3735070575461455,0.3780797895659798
healthy-19-roi6.tif,0.3829843242033773,0.4034432246490116,0.4030552485276407,0.3755480333254225,0.3790756548398997
healthy-20-roi1.tif,0.6306318353312002,0.488090007323081,0.4828306637381475,0.6395503100462858,0.6440232801074467
healthy-20-roi2.tif,0.635447906412399,0.5054355879460617,0.5024939007861209,0.6337635588192493,0.6337635588192493
healthy-20-roi3.tif,0.5658586923603244,0.4673289214505364,0.4624589461659288,0.5516178411190288,0.5547560753958496
healthy-20-roi4.tif,0.6360845583647391,0.5099412066063282,0.5040934664581974,0.651118360578916,0.6536105472964324
healthy-21-roi1.tif,0.6623587865643915,0.5395961752585603,0.5325531545101674,0.6574616555028944,0.6634860164135795
healthy-21-roi2.tif,0.4709251594138047,0.3972700456920318,0.3943459324933893,0.3571156147664953,0.3668769673102866
healthy-21-roi3.tif,0.5993423772864203,0.5248916040176348,0.5195804025604206,0.595108346272908,0.5981592941624188
healthy-21-roi4.tif,0.5875745875745876,0.4566107659488329,0.4552537112222344,0.5571367544187537,0.5594991819792047
healthy-21-roi5.tif,0.5852641379511003,0.5245325545605467,0.5203665615986565,0.5916176644697897,0.5944619558712045
healthy-22-roi1.tif,0.6636999530197839,0.4697353279631761,0.4636339975129414,0.6329322054092696,0.6329322054092696
healthy-22-roi2.tif,0.5655425758577621,0.3822366970298373,0.3790312963183808,0.5530341953530856,0.559251197213757
healthy-22-roi3.tif,0.4641568603571374,0.3533092115181667,0.3504110840438489,0.4432591920108942,0.4481610173157052
healthy-23-roi1.tif,0.6954400590670766,0.5162417438741237,0.5112496182256259,0.6803069513334771,0.6834031442093238
healthy-23-roi2.tif,0.3011897449896494,0.2971900587959456,0.29399884593191,0.2928062799609053,0.2928062799609053
healthy-23-roi3.tif,0.4501350701254487,0.3543179706054452,0.3511321566939303,0.3824625912874725,0.3856209150326797
healthy-24-roi1.tif,0.6056948790995972,0.4963923846402065,0.4923140893202874,0.503978411585551,0.5089679948324529
healthy-24-roi2.tif,0.4917501531408698,0.413605158523328,0.4106029260742085,0.3815502426428031,0.3827640378832084
healthy-24-roi3.tif,0.600681087217002,0.4401155035691775,0.4381574495005222,0.4832101490267358,0.4846290923000849
healthy-24-roi4.tif,0.6615831613267948,0.4567464128549517,0.4515765603108344,0.6472387037882246,0.6472387037882246
healthy-25-roi1.tif,0.4229414446148108,0.4191239622101345,0.4170485792850595,0.4465076703621212,0.4465076703621212
healthy-25-roi2.tif,0.6415907803280501,0.4475026465210278,0.4440373038722742,0.6077953997403079,0.6107464652880702
healthy-25-roi3.tif,0.4916567466533008,0.4258562596094082,0.4230233739005094,0.487538961827529,0.487538961827529
healthy-25-roi4.tif,0.6645313469894476,0.4692711490591103,0.4648091939709964,0.6161217703793965,0.6196736032075846
healthy-26-roi1.tif,0.5507368557578509,0.4654975454629658,0.46276298640849,0.5168285417546422,0.5212754835337167
healthy-26-roi2.tif,0.6242627186347334,0.4270866915365602,0.4204440333024977,0.4497855969222137,0.4530699801675638
healthy-26-roi3.tif,0.6324474156204142,0.4695707417086588,0.4667449309390263,0.5068481932644078,0.5159698423577793
healthy-27-roi1.tif,0.6105236062549604,0.5371656625350167,0.532043530834341,0.6031175300805496,0.6062430482565793
healthy-27-roi2.tif,0.6275045040126658,0.516965648587713,0.512639937151034,0.6077826096753115,0.6104269950423796
healthy-28-roi1.tif,0.6760179586328602,0.527069530884026,0.5216564942713353,0.6614374748216783,0.6638663530315395
healthy-28-roi2.tif,0.7002155734666136,0.5239729253293501,0.5157671929138635,0.6875528808913782,0.6898622011645991
healthy-29-roi1.tif,0.6760933068032683,0.4652944845406754,0.4576878092667566,0.6279548767349008,0.6332956198480685
healthy-29-roi2.tif,0.6812548412083657,0.4663672587289795,0.4629801918229951,0.6544059609130806,0.6592318817290695
healthy-29-roi3.tif,0.6966740355367917,0.5114765379707817,0.5070107205901347,0.6965501260029545,0.6965501260029545
healthy-29-roi4.tif,0.6284786432727437,0.5533643392123702,0.5437596628975051,0.6040987328187559,0.6079411211240513
healthy-29-roi5.tif,0.626431036150795,0.536351408749823,0.5283112818324086,0.5815612364154162,0.5857021927309467
healthy-30-roi2.tif,0.6791397314768772,0.527423174283459,0.5203074444702317,0.6571929096650762,0.6606907338025374
healthy-30-roi3.tif,0.7538591230082503,0.5002311485514691,0.4935168510419346,0.588680614969796,0.588680614969796
healthy-30-roi4.tif,0.6957977956926432,0.4720151651458681,0.4652912894563347,0.6238844028899277,0.6308790654070816
healthy-30-roi5.tif,0.6696719739113755,0.507990321786123,0.5006632556376729,0.6771812681479208,0.6771812681479208
healthy-30-roi6.tif,0.6853057757644394,0.4593040426677785,0.4511734062755893,0.4469985297206469,0.6365119770249984
healthy-31-roi1.tif,0.607885936710358,0.5236438502534433,0.516123955778789,0.6018071444313104,0.6031704228918714
healthy-31-roi2.tif,0.6846532970768185,0.4933020717644962,0.4888095074534588,0.465984804671098,0.5568302851404401
healthy-31-roi3.tif,0.7480976381065323,0.4961488392275981,0.4902774564900869,0.5248229322585231,0.6070591534624707
healthy-31-roi4.tif,0.5717699684426606,0.4488258064516129,0.4443138000795393,0.5515601354759674,0.5515601354759674
healthy-31-roi5.tif,0.7072306896414501,0.4744423791821561,0.4668417833111439,0.4179489085458014,0.6569739435077732
healthy-32-roi1.tif,0.6556569543705333,0.4750618338404598,0.4690418787391731,0.5812755481939611,0.5879131927794706
healthy-32-roi2.tif,0.6064310260186548,0.4479434315196612,0.4411035782315712,0.5884989702378549,0.5916873423691279
healthy-32-roi3.tif,0.6370764159068635,0.507486418444415,0.5013570122131099,0.5963696369636964,0.6003444198838226
healthy-32-roi4.tif,0.576582036233733,0.4735962459422106,0.4674161646748059,0.5339343785527325,0.5398191993112355
healthy-32-roi5.tif,0.6141248720573184,0.461496773756499,0.4564018787012456,0.3840035790624844,0.3840035790624844
